phase,env_steps,env_steps_per_second,train_updates_per_second,samples_per_second,total_train_step_time,component_seconds,latest_update_seconds,latest_sample_seconds
warmup_unmeasured,30720,2804.1457495231193,0.0,0.0,0.04564670007675886,,,
warmup_unmeasured,30848,3786.6076462726096,0.0,0.0,0.033803343772888184,,,
warmup_unmeasured,30976,3835.6915398440096,0.0,0.0,0.033370775170624256,,,
warmup_unmeasured,31104,3278.901346688246,0.0,0.0,0.039037466049194336,,,
warmup_unmeasured,31232,3666.3711185178026,0.0,0.0,0.03491190494969487,,,
warmup_unmeasured,31360,3714.716956886319,0.0,0.0,0.034457537811249495,,,
warmup_unmeasured,31488,3078.3273403856697,0.0,0.0,0.04158102301880717,,,
warmup_unmeasured,31616,3646.3756363795064,0.0,0.0,0.035103349946439266,,,
warmup_unmeasured,31744,3626.581426014656,0.0,0.0,0.03529494721442461,,,
warmup_unmeasured,31872,3352.7361684034827,0.0,0.0,0.038177772890776396,,,
warmup_unmeasured,32000,3778.403249913395,0.0,0.0,0.03387674409896135,,,
warmup_unmeasured,32128,2914.6323466660083,0.0,0.0,0.04391634510830045,,,
warmup_unmeasured,32256,3762.382634325734,0.0,0.0,0.034020994789898396,,,
warmup_unmeasured,32384,3844.1639334151837,0.0,0.0,0.03329722722992301,,,
warmup_unmeasured,32512,3226.393372791066,0.0,0.0,0.039672781713306904,,,
warmup_unmeasured,32640,3702.8796715382778,0.0,0.0,0.034567690920084715,,,
warmup_unmeasured,32768,3679.448115845993,0.0,0.0,0.034787825774401426,,,
rollout_update,128,116.25697839497072,6.357803505974961,174487.6934283143,1.1010091761127114,"{""policy_inference_time"": 0.06579587375745177, ""env_step_time"": 0.03438836336135864, ""replay_insert_time"": 0.0008252551779150963, ""logging_time"": 0.00016712304204702377, ""total_train_step_time"": 1.1010091761127114}",0.19370750105008483,0.022987779695540667
rollout_update,256,3015.6591768377007,6.121801330885223,174487.6934283143,0.04244511481374502,"{""policy_inference_time"": 0.007174108177423477, ""env_step_time"": 0.033440866973251104, ""replay_insert_time"": 0.0013306350447237492, ""logging_time"": 0.00022425595670938492, ""total_train_step_time"": 0.04244511481374502}",0.19370750105008483,0.022987779695540667
rollout_update,384,3155.8103798158304,5.912090279280163,174487.6934283143,0.04056010488420725,"{""policy_inference_time"": 0.00707011204212904, ""env_step_time"": 0.03249363973736763, ""replay_insert_time"": 0.0006253570318222046, ""logging_time"": 0.00011778436601161957, ""total_train_step_time"": 0.04056010488420725}",0.19370750105008483,0.022987779695540667
rollout_update,512,3176.6822689935593,5.717515494770392,174487.6934283143,0.040293611120432615,"{""policy_inference_time"": 0.00707055302336812, ""env_step_time"": 0.032254128251224756, ""replay_insert_time"": 0.0006026616320014, ""logging_time"": 0.00011437106877565384, ""total_train_step_time"": 0.040293611120432615}",0.19370750105008483,0.022987779695540667
rollout_update,640,155.51005289770058,6.8379210313402705,183507.62629796547,0.8230979130603373,"{""policy_inference_time"": 0.006814091932028532, ""env_step_time"": 0.03218639129772782, ""replay_insert_time"": 0.0005887593142688274, ""logging_time"": 0.00011489586904644966, ""total_train_step_time"": 0.8230979130603373}",0.19318742770701647,0.021993602626025677
rollout_update,768,2599.862236367299,6.677352663381434,183507.62629796547,0.049233377911150455,"{""policy_inference_time"": 0.0071336268447339535, ""env_step_time"": 0.04007973801344633, ""replay_insert_time"": 0.0015965597704052925, ""logging_time"": 0.00012596603482961655, ""total_train_step_time"": 0.049233377911150455}",0.19318742770701647,0.021993602626025677
rollout_update,896,2802.4717089866263,6.534991978152037,183507.62629796547,0.045673966873437166,"{""policy_inference_time"": 0.008169557899236679, ""env_step_time"": 0.03636563988402486, ""replay_insert_time"": 0.0006982972845435143, ""logging_time"": 0.0001522870734333992, ""total_train_step_time"": 0.045673966873437166}",0.19318742770701647,0.021993602626025677
rollout_update,1024,2885.7969692623014,6.402433862846522,183507.62629796547,0.044355164747685194,"{""policy_inference_time"": 0.007885792292654514, ""env_step_time"": 0.035441760905086994, ""replay_insert_time"": 0.000644925981760025, ""logging_time"": 0.00012173177674412727, ""total_train_step_time"": 0.044355164747685194}",0.19318742770701647,0.021993602626025677
rollout_update,1152,155.1940565363798,6.9734027846459234,187279.71647795755,0.8247738531790674,"{""policy_inference_time"": 0.007239066995680332, ""env_step_time"": 0.03326080506667495, ""replay_insert_time"": 0.0006168261170387268, ""logging_time"": 0.00012045679613947868, ""total_train_step_time"": 0.8247738531790674}",0.19260983262211084,0.02211076207458973
rollout_update,1280,3004.288914592251,6.87611973842647,187279.71647795755,0.04260575585067272,"{""policy_inference_time"": 0.007183885667473078, ""env_step_time"": 0.03365325974300504, ""replay_insert_time"": 0.001372351311147213, ""logging_time"": 0.00012657884508371353, ""total_train_step_time"": 0.04260575585067272}",0.19260983262211084,0.02211076207458973
rollout_update,1408,3141.473928710719,6.785590618072795,187279.71647795755,0.040745205245912075,"{""policy_inference_time"": 0.007131264079362154, ""env_step_time"": 0.03263526223599911, ""replay_insert_time"": 0.0006094933487474918, ""logging_time"": 0.00011688563972711563, ""total_train_step_time"": 0.040745205245912075}",0.19260983262211084,0.02211076207458973
rollout_update,1536,2990.53626391727,6.693024579889721,187279.71647795755,0.042801687959581614,"{""policy_inference_time"": 0.006902941036969423, ""env_step_time"": 0.034914427902549505, ""replay_insert_time"": 0.0006113010458648205, ""logging_time"": 0.00011816201731562614, ""total_train_step_time"": 0.042801687959581614}",0.19260983262211084,0.02211076207458973
